outage_date,outage_year,outage_month,outage_dayofweek,outage_quarter,season,is_wildfire_season,is_weekend,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,duration_category,impact_category,is_wildfire_related,daily_fire_count,daily_acres_burned,avg_fire_size,max_fire_size,large_fire_count,large_fire_acres,satellite_detections,total_frp,avg_frp,max_frp,avg_confidence,fires_7day,fires_30day,acres_7day,acres_30day,is_high_severity,is_long_duration,has_active_fire,is_high_fire_activity,kmeans_cluster,hierarchical_cluster,dbscan_cluster
2007-09-04,2007,9,1,3,Fall,1,0,severe weather,heatwave,420.0,,,Medium,Unknown,0,48.0,24.55,0.5114583333333333,5.0,0.0,0.0,165.0,34776.4,210.76606060606065,2500.9,89.83636363636364,480.0,1473.0,119713.42999999988,134779.78,0,0,1,1,2,1,0
2008-05-08,2008,5,3,2,Spring,0,0,system operability disruption,,155.0,483.0,,Medium,Unknown,0,16.0,76.7,4.79375,52.0,0.0,0.0,17.0,520.6,30.623529411764707,175.7,70.52941176470588,133.0,693.0,2752.659999999884,5495.7699999999995,0,0,1,0,1,0,0
2006-05-19,2006,5,4,2,Spring,0,0,severe weather,thunderstorm,437.0,133.0,,Medium,Unknown,0,15.0,14.1,0.94,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,194.0,399.0,2759.1399999998835,3000.94,0,0,1,0,1,0,0
2015-10-13,2015,10,1,4,Fall,1,0,public appeal,,247.0,41788.0,,Medium,Unknown,0,20.0,255.25,12.7625,250.0,0.0,0.0,13.0,1615.2,124.24615384615385,418.1,79.61538461538461,126.0,572.0,1100.9299999998254,3807.79,1,0,1,1,0,1,-1
2014-02-06,2014,2,3,1,Winter,0,0,fuel supply emergency, Natural Gas,540.0,4000.0,,Long,Unknown,0,3.0,1.2,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,445.0,43.51999999982538,4157.610000000001,1,1,1,0,0,1,0
2013-04-25,2013,4,3,2,Spring,0,0,intentional attack,vandalism,1135.0,0.0,0.0,Long,Low,0,30.0,19.14,0.638,7.0,0.0,0.0,7.0,174.7,24.957142857142856,46.9,72.57142857142857,226.0,537.0,573.9299999998253,1642.63,0,1,1,1,1,0,0
2008-01-29,2008,1,1,1,Winter,0,0,equipment failure,,437.0,,,Medium,Unknown,0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,43.0,21.5,22.8,69.0,10.0,88.0,25.39999999988359,121.8999999999991,0,0,1,0,1,0,0
2006-07-24,2006,7,0,3,Summer,1,0,severe weather,heatwave,180.0,695.0,,Medium,Unknown,0,161.0,124358.95,772.4158385093167,66113.0,6.0,123019.0,94.0,11231.2,119.4808510638298,1104.9,87.12765957446808,664.0,2312.0,218728.30999999988,403733.82000000007,0,0,1,1,2,1,0
2005-07-21,2005,7,3,3,Summer,1,0,system operability disruption,,171.0,197.0,128050.0,Medium,Severe,0,45.0,495.75,11.016666666666667,181.0,0.0,0.0,8.0,611.2,76.4,304.1,83.625,298.0,1355.0,19625.719999999885,117483.2,1,0,1,1,2,1,0
2013-08-19,2013,8,0,3,Summer,1,0,severe weather,lightning,656.0,685.0,124000.0,Long,Severe,0,93.0,1010.89,10.86978494623656,413.0,0.0,0.0,114.0,8405.3,73.73070175438596,1067.2,85.16666666666667,316.0,1242.0,261734.1399999998,388940.411,1,1,1,1,2,2,0
2005-09-12,2005,9,0,3,Fall,1,0,equipment failure,,84.0,2578.0,900000.0,Medium,Severe,0,25.0,181.1,7.244,136.0,0.0,0.0,31.0,1123.4,36.23870967741936,236.8,76.54838709677419,204.0,1084.0,3869.249999999883,24093.460000000003,1,0,1,1,2,0,0
2005-08-08,2005,8,0,3,Summer,1,0,equipment failure,plant trip,202.0,240.0,,Medium,Unknown,0,32.0,261.75,8.1796875,204.0,0.0,0.0,20.0,1421.4,71.07,645.4,78.75,329.0,1345.0,2918.6199999998835,49669.39,0,0,1,1,2,1,0
2013-06-23,2013,6,6,2,Summer,1,1,severe weather,fog,255.0,,148000.0,Medium,Severe,0,58.0,102.43,1.7660344827586207,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,320.0,1300.0,857.339999999829,45898.18,1,0,1,1,2,1,0
2008-07-02,2008,7,2,3,Summer,1,0,severe weather,wildfire,1054.0,119.0,37784.0,Long,Medium,1,41.0,641.33,15.64219512195122,289.0,0.0,0.0,421.0,24891.1,59.123752969121135,1688.1,82.18052256532067,273.0,1956.0,55377.16999999989,1109865.87,0,1,1,1,2,2,1
2015-02-05,2015,2,3,1,Winter,0,0,intentional attack,vandalism,1.0,,,Short,Unknown,0,3.0,13.25,4.416666666666667,12.0,0.0,0.0,23.0,1606.3,69.8391304347826,374.0,81.1304347826087,30.0,102.0,52.85999999982536,155.29000000001457,0,0,1,0,1,0,0
2013-02-19,2013,2,1,1,Winter,0,0,islanding,,1254.0,13850.0,6810.0,Long,Low,0,2.0,0.12,0.06,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76.0,171.0,37.369999999825374,459.81,1,1,1,0,0,1,-1
2011-03-20,2011,3,6,1,Spring,0,1,severe weather,storm,1456.0,,79000.0,Extended,High,0,3.0,0.21,0.07,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30.0,136.0,858.0999999998527,1297.4999999999998,1,1,1,0,0,0,0
2010-09-27,2010,9,0,3,Fall,1,0,system operability disruption,,177.0,595.0,,Medium,Unknown,0,27.0,170.42000000000002,6.311851851851852,64.0,0.0,0.0,7.0,297.7,42.528571428571425,65.0,66.0,165.0,777.0,608.3399999998526,13229.5,0,0,1,1,1,1,0
2013-07-05,2013,7,4,3,Summer,1,0,intentional attack,vandalism,106.0,,2500.0,Medium,Low,0,61.0,68.87,1.129016393442623,20.0,0.0,0.0,116.0,62954.0,542.7068965517242,6976.0,91.40517241379312,474.0,1480.0,2295.469999999829,12397.311000000003,0,0,1,1,2,1,0
2015-09-20,2015,9,6,3,Fall,1,1,system operability disruption,,32.0,150.0,,Short,Unknown,0,23.0,102.45,4.4543478260869565,56.0,0.0,0.0,31.0,5121.1,165.1967741935484,749.2,86.09677419354838,134.0,724.0,1380.5799999998255,152392.53999999998,0,0,1,1,1,1,0
2011-11-30,2011,11,2,4,Fall,1,0,severe weather,,2464.0,,150000.0,Extended,Severe,0,20.0,186.93,9.3465,135.0,0.0,0.0,1.0,7.0,7.0,7.0,55.0,69.0,330.0,209.2699999998545,1190.09,1,1,1,1,0,0,0
2015-07-15,2015,7,2,3,Summer,1,0,system operability disruption,uncontrolled loss,55.0,360.0,,Short,Unknown,0,43.0,30.02,0.6981395348837209,5.0,0.0,0.0,8.0,204.5,25.5625,75.4,74.625,282.0,1531.0,956.3699999998254,80455.57000000002,0,0,1,1,2,1,0
2010-09-01,2010,9,2,3,Fall,1,0,islanding,,144.0,31.0,15000.0,Medium,Medium,0,39.0,131.63,3.375128205128205,85.0,0.0,0.0,15.0,1428.8,95.25333333333332,895.5,79.86666666666666,271.0,1064.0,2297.459999999854,13481.0,0,0,1,1,2,1,0
2011-07-12,2011,7,1,3,Summer,1,0,intentional attack,vandalism,70.0,,,Medium,Unknown,0,42.0,379.63,9.038809523809524,347.0,0.0,0.0,8.0,434.4,54.3,140.9,70.375,378.0,1559.0,23086.669999999853,39393.46,0,0,1,1,2,1,0
2007-08-29,2007,8,2,3,Summer,1,0,system operability disruption,,64.0,180.0,26000.0,Medium,Medium,0,70.0,1948.8,27.84,1440.0,1.0,1440.0,12.0,1081.6,90.13333333333334,286.7,83.33333333333333,359.0,1337.0,4255.489999999883,18278.72,0,0,1,1,2,1,0
2011-02-17,2011,2,3,1,Winter,0,0,intentional attack,vandalism,8873.0,0.0,0.0,Extended,Low,0,1.0,0.11,0.11,0.11,0.0,0.0,17.0,2159.9,127.0529411764706,344.0,90.47058823529412,43.0,203.0,43.909999999852666,172.04,0,1,1,0,1,0,0
2009-11-18,2009,11,2,4,Fall,1,0,equipment failure,switching,945.0,630.0,,Long,Unknown,0,10.0,3.3,0.3299999999999999,1.0,0.0,0.0,56.0,4371.3,78.05892857142858,289.2,71.32142857142857,62.0,300.0,181.06999999985447,1026.11,0,1,1,0,1,0,0
2015-06-08,2015,6,0,2,Summer,1,0,fuel supply emergency,,,176.0,,Unknown,Unknown,0,32.0,121.27,3.7896875,75.0,0.0,0.0,4.0,142.10000000000002,35.525000000000006,70.7,76.0,259.0,791.0,415.1599999998254,1917.1600000000144,0,0,1,1,2,1,0
2008-01-04,2008,1,4,1,Winter,0,0,severe weather,storm,523.0,300.0,150000.0,Long,Severe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,199.0,65.2999999998836,130.3099999999991,1,1,0,0,0,0,0
2010-03-31,2010,3,2,1,Spring,0,0,system operability disruption,,56.0,324.0,290000.0,Short,Severe,0,6.0,8.2,1.3666666666666665,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,102.0,171.8599999998545,300.29,1,0,1,0,1,0,0
2008-09-30,2008,9,1,3,Fall,1,0,islanding,,3.0,30.0,10000.0,Short,Medium,0,32.0,1006.05,31.4390625,914.0,0.0,0.0,86.0,9913.8,115.2767441860465,553.6,83.55813953488372,156.0,751.0,12787.769999999884,23555.140000000003,0,0,1,1,2,1,0
2006-12-26,2006,12,1,4,Winter,0,0,severe weather,,8472.0,420.0,850068.0,Extended,Severe,0,8.0,10.75,1.34375,4.0,0.0,0.0,1.0,10.9,10.9,10.9,64.0,36.0,277.0,143.6499999998836,35275.64,1,1,1,0,0,0,0
2007-05-14,2007,5,0,2,Spring,0,0,equipment failure,generator trip,155.0,150.0,,Medium,Unknown,0,30.0,14.0,0.4666666666666667,1.0,0.0,0.0,4.0,99.4,24.85,38.2,71.25,255.0,730.0,7963.299999999884,9566.61,0,0,1,1,1,0,0
2004-03-08,2004,3,0,1,Spring,0,0,system operability disruption,,33.0,300.0,70000.0,Short,High,0,4.0,2.4,0.6,2.0,0.0,0.0,9.0,399.7,44.41111111111111,157.8,71.55555555555556,15.0,76.0,4.399999999883599,183.9,1,0,1,0,1,0,0
2008-02-02,2008,2,5,1,Winter,0,1,equipment failure,,749.0,,,Long,Unknown,0,4.0,2.2,0.55,1.0,0.0,0.0,1.0,43.4,43.4,43.4,88.0,14.0,65.0,7.049999999883589,64.54999999999909,0,1,1,0,1,0,0
2006-12-10,2006,12,6,4,Winter,0,1,equipment failure,generator trip,159.0,220.0,,Medium,Unknown,0,4.0,2.4,0.6,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,102.0,339.0,4653.019999999884,35918.89000000001,0,0,1,0,1,0,0
2008-07-02,2008,7,2,3,Summer,1,0,fuel supply emergency,,,,,Unknown,Unknown,0,41.0,641.33,15.64219512195122,289.0,0.0,0.0,421.0,24891.1,59.123752969121135,1688.1,82.18052256532067,273.0,1956.0,55377.16999999989,1109865.87,0,0,1,1,2,2,0
2008-02-15,2008,2,4,1,Winter,0,0,islanding,,270.0,10.0,10008.0,Medium,Medium,0,13.0,8.5,0.6538461538461539,2.4,0.0,0.0,37.0,585.3,15.818918918918918,106.9,64.94594594594595,40.0,92.0,529.3999999998836,584.7499999999991,0,0,1,0,1,1,0
2004-10-18,2004,10,0,4,Fall,1,0,severe weather,heavy wind,2790.0,140.0,407440.0,Extended,Severe,0,7.0,4.6,0.6571428571428571,4.0,0.0,0.0,5.0,103.7,20.74,31.0,68.8,114.0,618.0,10472.999999999884,69105.08000000002,1,1,1,0,0,0,0
2008-06-21,2008,6,5,2,Summer,1,1,severe weather,thunderstorm,224.0,3.0,477.0,Medium,Low,0,552.0,612702.1,1109.967572463768,162818.0,57.0,597621.0,45.0,2211.9,49.153333333333336,674.0,81.68888888888888,901.0,1667.0,734819.7099999998,882094.84,0,0,1,1,2,2,-1
2010-01-19,2010,1,1,1,Winter,0,0,severe weather,storm,1470.0,2650.0,50000.0,Extended,High,0,1.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,70.0,129.62999999985448,157.27,1,1,1,0,0,0,0
2006-10-02,2006,10,0,4,Fall,1,0,system operability disruption,,334.0,308.0,130000.0,Medium,Severe,0,16.0,21.799999999999997,1.3624999999999998,15.0,0.0,0.0,2.0,26.4,13.2,14.6,60.5,179.0,878.0,316.979999999884,193740.06,1,0,1,0,1,1,0
2015-06-30,2015,6,1,2,Summer,1,0,severe weather,,2050.0,,,Extended,Unknown,0,47.0,214.05,4.554255319148936,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1206.0,1597.1599999998252,80015.48000000001,0,1,1,1,2,1,0
2014-02-06,2014,2,3,1,Winter,0,0,fuel supply emergency, Natural Gas,370.0,160.0,,Medium,Unknown,0,3.0,1.2,0.3999999999999999,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,61.0,445.0,43.51999999982538,4157.610000000001,0,0,1,0,1,1,0
2015-06-02,2015,6,1,2,Summer,1,0,islanding,,26.0,5.0,727.0,Short,Low,0,33.0,29.71,0.9003030303030304,4.5,0.0,0.0,6.0,172.1,28.683333333333337,48.3,76.5,207.0,691.0,588.0199999998254,1737.0900000000145,0,0,1,1,2,1,0
2015-06-01,2015,6,0,2,Summer,1,0,islanding,,797.0,5.0,484.0,Long,Low,0,41.0,177.28,4.3239024390243905,80.0,0.0,0.0,13.0,1327.5,102.1153846153846,463.3,85.3076923076923,211.0,679.0,590.3799999998253,1727.8600000000145,0,1,1,1,2,1,0
2015-04-07,2015,4,1,2,Spring,0,0,islanding,,12.0,0.0,0.0,Short,Low,0,8.0,4.15,0.51875,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,113.0,319.0,81.38999999982538,207.25000000001455,0,0,1,0,1,1,0
2013-04-23,2013,4,1,2,Spring,0,0,islanding,,195.0,80.0,1.0,Medium,Low,0,20.0,10.39,0.5195000000000001,2.0,0.0,0.0,16.0,890.5,55.65625,164.8,72.0,199.0,494.0,510.66999999982534,1579.19,0,0,1,1,1,1,0
2013-11-12,2013,11,1,4,Fall,1,0,islanding,,1.0,55.0,48400.0,Short,Medium,0,31.0,36.55,1.1790322580645165,14.8,0.0,0.0,9.0,257.5,28.61111111111111,60.4,73.88888888888889,174.0,556.0,404.06999999982537,1237.84,0,0,1,1,1,1,0
2013-03-03,2013,3,6,1,Spring,0,1,system operability disruption,transmission interruption,230.0,300.0,58850.0,Medium,High,0,10.0,2.68,0.268,2.0,0.0,0.0,1.0,25.9,25.9,25.9,85.0,77.0,252.0,326.3099999998254,940.95,1,0,1,0,1,0,0
2009-10-13,2009,10,1,4,Fall,1,0,severe weather,heavy wind,125.0,90.0,94000.0,Medium,High,0,4.0,3.11,0.7775,2.0,0.0,0.0,1.0,23.9,23.9,23.9,56.0,125.0,702.0,4171.629999999855,34111.84,1,0,1,0,0,0,0
2013-10-21,2013,10,0,4,Fall,1,0,islanding,,15.0,115.0,433.0,Short,Low,0,12.0,10.96,0.9133333333333334,3.96,0.0,0.0,5.0,190.7,38.14,129.4,72.0,139.0,593.0,206.41999999982536,3656.7,0,0,1,0,1,1,0
2001-03-20,2001,3,1,1,Spring,0,0,system operability disruption,,316.0,400.0,,Medium,Unknown,0,4.0,0.4,0.1,0.1,0.0,0.0,3.0,40.1,13.366666666666667,20.6,66.0,34.0,84.0,30.39999999994179,109.2,0,0,1,0,1,0,0
2006-05-03,2006,5,2,2,Spring,0,0,severe weather,wildfire,365.0,300.0,55655.0,Medium,High,1,2.0,26.1,13.05,26.0,0.0,0.0,26.0,747.0,28.73076923076923,81.5,76.76923076923077,64.0,140.0,80.2999999998836,100.49,1,0,1,0,1,0,0
2007-08-29,2007,8,2,3,Summer,1,0,public appeal,,1560.0,,,Extended,Unknown,0,70.0,1948.8,27.84,1440.0,1.0,1440.0,12.0,1081.6,90.13333333333334,286.7,83.33333333333333,359.0,1337.0,4255.489999999883,18278.72,0,1,1,1,2,1,-1
2005-01-07,2005,1,4,1,Winter,0,0,severe weather,winter storm,4740.0,120.0,442000.0,Extended,Severe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,59.0,0.8999999998835847,21.42000000000727,1,1,0,0,0,0,0
2010-01-19,2010,1,1,1,Winter,0,0,severe weather,storm,294.0,300.0,30000.0,Medium,Medium,0,1.0,0.01,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.0,70.0,129.62999999985448,157.27,0,0,1,0,1,0,0
2013-11-21,2013,11,3,4,Fall,1,0,severe weather,wind storm,455.0,150.0,89500.0,Medium,High,0,19.0,33.9,1.7842105263157897,10.5,0.0,0.0,8.0,561.1,70.1375,174.5,85.0,93.0,523.0,164.5899999998254,939.95,1,0,1,0,0,0,0
2012-04-04,2012,4,2,2,Spring,0,0,intentional attack,vandalism,2878.0,,,Extended,Unknown,0,3.0,2.1,0.7000000000000001,1.0,0.0,0.0,4.0,127.6,31.9,85.7,76.25,42.0,244.0,196.6199999998545,519.9300000000002,0,1,1,0,1,0,0
2002-08-25,2002,8,6,3,Summer,1,1,system operability disruption,,336.0,120.0,,Medium,Unknown,0,22.0,480.9,21.85909090909091,200.0,0.0,0.0,6.0,198.0,33.0,44.8,75.83333333333333,166.0,902.0,1978.0999999999128,73517.8,0,0,1,1,2,1,0
2015-03-29,2015,3,6,1,Spring,0,1,intentional attack,vandalism,295.0,,,Medium,Unknown,0,14.0,27.020000000000003,1.93,16.0,0.0,0.0,35.0,1439.3,41.12285714285714,291.3,75.14285714285714,77.0,221.0,57.97999999982538,138.89000000001457,0,0,1,0,1,0,0
2013-07-22,2013,7,0,3,Summer,1,0,intentional attack,vandalism,480.0,,,Long,Unknown,0,59.0,23174.44,392.7871186440678,22992.0,1.0,22992.0,8.0,364.4,45.55,145.1,76.375,245.0,1262.0,25010.439999999828,65344.911,0,1,1,1,2,1,0
2016-04-02,2016,4,5,2,Spring,0,1,system operability disruption,uncontrolled loss,25.0,360.0,,Short,Unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,110.3,15.757142857142856,32.3,65.0,,,,,0,0,0,0,1,0,0
2013-05-13,2013,5,0,2,Spring,0,0,fuel supply emergency,Hydro,,176.0,,Unknown,Unknown,0,51.0,308.6,6.0509803921568635,100.0,0.0,0.0,5.0,139.20000000000002,27.840000000000003,51.8,76.0,232.0,1091.0,769.259999999829,44093.25000000001,0,0,1,1,1,1,0
2016-02-13,2016,2,5,1,Winter,0,1,islanding,,223.0,7.0,4300.0,Medium,Low,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,126.5,63.25,95.5,78.5,,,,,0,0,0,0,1,0,0
2006-02-27,2006,2,0,1,Winter,0,0,severe weather,winter storm,2645.0,,160000.0,Extended,Severe,0,6.0,1.5,0.25,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78.0,235.0,2873.699999999884,13670.81,1,1,1,0,0,0,0
2011-12-01,2011,12,3,4,Winter,0,0,severe weather,,2016.0,300.0,100000.0,Extended,Severe,0,100.0,1548.76,15.4876,698.0,0.0,0.0,22.0,650.5,29.568181818181817,101.3,68.36363636363636,161.0,394.0,1757.0699999998544,2416.02,1,1,1,1,0,0,0
2006-07-22,2006,7,5,3,Summer,1,1,severe weather,heatwave,7371.0,200.0,1271893.0,Extended,Severe,0,114.0,29134.37,255.564649122807,14507.0,4.0,26575.0,9.0,149.1,16.566666666666666,66.8,75.44444444444444,490.0,2110.0,75787.2299999999,253717.79,1,1,1,1,2,0,-1
