outage_date,outage_year,outage_month,outage_dayofweek,outage_quarter,season,is_wildfire_season,is_weekend,CAUSE.CATEGORY,CAUSE.CATEGORY.DETAIL,OUTAGE.DURATION,DEMAND.LOSS.MW,CUSTOMERS.AFFECTED,duration_category,impact_category,is_wildfire_related,daily_fire_count,daily_acres_burned,avg_fire_size,max_fire_size,large_fire_count,large_fire_acres,satellite_detections,total_frp,avg_frp,max_frp,avg_confidence,fires_7day,fires_30day,acres_7day,acres_30day,is_high_severity,is_long_duration,has_active_fire,is_high_fire_activity,kmeans_cluster,hierarchical_cluster,dbscan_cluster
2015-07-03,2015,7,4,3,Summer,1,0,intentional attack,suspicious activity,360.0,0.0,0.0,Medium,Low,0,76.0,159.97,2.1048684210526316,73.0,0.0,0.0,4.0,266.0,66.5,159.0,74.75,410.0,1342.0,1721.6099999998253,80842.00000000001,0,0,1,1,2,1,0
2011-02-17,2011,2,3,1,Winter,0,0,severe weather,storm,3408.0,91.0,80000.0,Extended,High,0,1.0,0.11,0.11,0.11,0.0,0.0,17.0,2159.9,127.0529411764706,344.0,90.47058823529412,43.0,203.0,43.909999999852666,172.04,1,1,1,0,0,0,0
2013-04-16,2013,4,1,2,Spring,0,0,intentional attack,vandalism,3698.0,,0.0,Extended,Low,0,27.0,22.0,0.8148148148148148,7.4,0.0,0.0,1.0,14.2,14.2,14.2,76.0,124.0,376.0,173.49999999982538,1181.6,0,1,1,1,1,0,0
2011-02-25,2011,2,4,1,Winter,0,0,severe weather,winter storm,4890.0,91.0,80000.0,Extended,High,0,2.0,0.35,0.175,0.25,0.0,0.0,2.0,16.0,8.0,8.8,69.5,22.0,175.0,8.119999999852661,160.45,1,1,1,0,0,0,0
2015-12-10,2015,12,3,4,Winter,0,0,intentional attack,vandalism,1.0,,,Short,Unknown,0,1.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,218.0,32.31999999982531,551.5799999999999,0,0,1,0,1,0,0
2010-05-18,2010,5,1,2,Spring,0,0,equipment failure,breaker trip,871.0,318.0,,Long,Unknown,0,5.0,201.9,40.38,200.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,92.0,274.0,4454.799999999854,5087.33,0,1,1,0,1,0,0
2004-02-25,2004,2,2,1,Winter,0,0,severe weather,winter storm,2759.0,240.0,505000.0,Extended,Severe,0,3.0,0.3,0.1,0.1,0.0,0.0,2.0,20.9,10.45,12.5,67.5,6.0,76.0,0.699999999883599,199.95,1,1,1,0,0,0,0
2005-08-25,2005,8,3,3,Summer,1,0,system operability disruption,,250.0,,,Medium,Unknown,0,34.0,545.3,16.038235294117644,314.0,0.0,0.0,55.0,8885.1,161.54727272727274,1386.5,88.50909090909092,232.0,1266.0,4226.199999999883,20389.21,0,0,1,1,2,1,0
2007-07-03,2007,7,1,3,Summer,1,0,public appeal,,3301.0,,,Extended,Unknown,0,65.0,163.8,2.52,58.0,0.0,0.0,19.0,2609.6,137.34736842105264,361.6,87.73684210526316,411.0,1490.0,2593.0799999998844,20218.76,0,1,1,1,2,1,-1
2005-08-25,2005,8,3,3,Summer,1,0,system operability disruption,transmission interruption,249.0,864.0,409000.0,Medium,Severe,0,34.0,545.3,16.038235294117644,314.0,0.0,0.0,55.0,8885.1,161.54727272727274,1386.5,88.50909090909092,232.0,1266.0,4226.199999999883,20389.21,1,0,1,1,2,1,0
2013-06-28,2013,6,4,2,Summer,1,0,equipment failure,,164.0,240.0,65255.0,Medium,High,0,37.0,572.9,15.483783783783784,534.0,0.0,0.0,7.0,217.6,31.085714285714285,60.4,74.14285714285714,256.0,1250.0,1193.990999999829,42489.34100000001,1,0,1,1,2,1,0
2007-08-31,2007,8,4,3,Summer,1,0,severe weather,heatwave,435.0,,,Medium,Unknown,0,75.0,117.3,1.564,35.0,0.0,0.0,42.0,1755.6,41.8,252.6,79.83333333333333,463.0,1450.0,6050.7899999998845,20097.17,0,0,1,1,2,1,0
2015-06-30,2015,6,1,2,Summer,1,0,public appeal,,420.0,,,Medium,Unknown,0,47.0,214.05,4.554255319148936,111.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,295.0,1206.0,1597.1599999998252,80015.48000000001,0,0,1,1,2,1,-1
2007-04-12,2007,4,3,2,Spring,0,0,equipment failure,generator trip,854.0,130.0,,Long,Unknown,0,27.0,130.0,4.814814814814815,51.0,0.0,0.0,3.0,84.0,28.0,30.1,61.333333333333336,144.0,482.0,1331.9599999998836,7714.0,0,1,1,1,1,0,0
2002-11-06,2002,11,2,4,Fall,1,0,severe weather,winter storm,5160.0,270.0,939000.0,Extended,Severe,0,25.0,307.6,12.304,200.0,0.0,0.0,26.0,1339.0,51.5,277.9,74.0,162.0,512.0,713.8999999999128,1897.0,1,1,1,1,0,0,0
2011-03-11,2011,3,4,1,Spring,0,0,system operability disruption,,133.0,15.0,6800.0,Medium,Low,0,5.0,3.2,0.64,1.0,0.0,0.0,9.0,115.6,12.844444444444443,31.4,67.55555555555556,42.0,157.0,21.619999999852663,500.15,0,0,1,0,1,0,0
2008-01-04,2008,1,4,1,Winter,0,0,severe weather,winter storm,15180.0,500.0,2606931.0,Extended,Severe,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46.0,199.0,65.2999999998836,130.3099999999991,1,1,0,0,0,0,-1
2001-01-17,2001,1,2,1,Winter,0,0,system operability disruption,,2055.0,500.0,,Extended,Unknown,0,1.0,0.1,0.1,0.1,0.0,0.0,8.0,411.6,51.45,172.8,70.625,15.0,205.0,6.299999999941792,11571.200000000004,0,1,1,0,1,0,0
2010-02-19,2010,2,4,1,Winter,0,0,system operability disruption,,451.0,1000.0,,Medium,Unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,47.2,23.6,40.3,51.5,21.0,40.0,1.6499999998544952,5.660000000000001,1,0,0,0,1,0,0
2001-05-08,2001,5,1,2,Spring,0,0,public appeal,,140.0,400.0,,Medium,Unknown,0,24.0,79.5,3.3125,65.0,0.0,0.0,6.0,861.6999999999999,143.61666666666665,419.7,83.83333333333333,155.0,284.0,1144.199999999942,1407.3000000000002,0,0,1,1,1,1,-1
2010-10-31,2010,10,6,4,Fall,1,1,system operability disruption,,199.0,500.0,,Medium,Unknown,0,6.0,12.0,2.0,8.0,0.0,0.0,1.0,34.6,34.6,34.6,68.0,77.0,549.0,1614.7199999998525,2556.94,0,0,1,0,1,1,0
2003-12-22,2003,12,0,4,Winter,0,0,severe weather,earthquake,721.0,220.0,109750.0,Long,Severe,0,4.0,0.9,0.225,0.4,0.0,0.0,4.0,523.5,130.875,214.4,79.5,30.0,145.0,34.14999999988358,553.5,1,1,1,0,0,0,0
2008-07-10,2008,7,3,3,Summer,1,0,equipment failure,generator trip,179.0,240.0,,Medium,Unknown,0,33.0,872.4000000000001,26.436363636363637,800.0,0.0,0.0,457.0,81695.1,178.7638949671773,1994.8,83.73304157549234,330.0,2002.0,21214.91999999988,1036339.83,0,0,1,1,2,2,1
2010-12-14,2010,12,1,4,Winter,0,0,system operability disruption,,1524.0,464.0,,Extended,Unknown,0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,60.099999999999994,15.025,20.0,68.75,15.0,94.0,7.859999999852662,178.01,0,1,0,0,1,0,0
2013-07-03,2013,7,2,3,Summer,1,0,intentional attack,,78.0,0.0,0.0,Medium,Low,0,88.0,671.17,7.626931818181817,502.0,0.0,0.0,16.0,1098.9,68.68125,162.9,85.1875,363.0,1357.0,2412.639999999829,12176.131000000005,0,0,1,1,2,1,0
2010-12-03,2010,12,4,4,Winter,0,0,islanding,,268.0,22.0,7077.0,Medium,Low,0,2.0,0.2,0.1,0.1,0.0,0.0,1.0,12.1,12.1,12.1,57.0,23.0,150.0,45.54999999985266,579.0400000000001,0,0,1,0,1,1,0
2010-03-31,2010,3,2,1,Spring,0,0,system operability disruption,,39.0,324.0,,Short,Unknown,0,6.0,8.2,1.3666666666666665,7.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,36.0,102.0,171.8599999998545,300.29,0,0,1,0,1,0,0
2015-02-04,2015,2,2,1,Winter,0,0,intentional attack,vandalism,1.0,,,Short,Unknown,0,4.0,1.4,0.35,1.1,0.0,0.0,11.0,586.3,53.3,163.9,71.9090909090909,32.0,99.0,41.94999999982536,142.04000000001457,0,0,1,0,1,0,0
2010-01-18,2010,1,0,1,Winter,0,0,severe weather,storm,14190.0,290.0,1700000.0,Extended,Severe,0,2.0,0.11,0.055,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,71.0,129.61999999985449,158.76,1,1,1,0,0,0,0
2002-02-27,2002,2,2,1,Winter,0,0,system operability disruption,,47.0,300.0,255000.0,Short,Severe,0,10.0,4.1000000000000005,0.41,1.0,0.0,0.0,6.0,140.8,23.46666666666667,41.0,66.33333333333333,50.0,170.0,292.3999999999409,8802.1,1,0,1,0,1,0,0
2004-10-28,2004,10,3,4,Fall,1,0,system operability disruption,transmission interruption,161.0,103.0,59458.0,Medium,High,0,5.0,0.8999999999999999,0.18,0.3,0.0,0.0,3.0,157.1,52.36666666666667,100.2,68.33333333333333,33.0,470.0,39.14999999988358,67537.21,1,0,1,0,1,1,0
2004-12-27,2004,12,0,4,Winter,0,0,severe weather,,900.0,100.0,95000.0,Long,High,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20.0,75.0,15.349999999883584,30.970000000007275,1,1,0,0,0,0,0
2010-01-20,2010,1,2,1,Winter,0,0,severe weather,storm,6070.0,,147223.0,Extended,Severe,0,1.0,0.25,0.25,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,16.0,69.0,127.87999999985448,157.32000000000002,1,1,1,0,0,0,0
2012-04-17,2012,4,1,2,Spring,0,0,intentional attack,vandalism,697.0,0.0,0.0,Long,Low,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.0,214.0,20.49999999985448,445.1400000000002,0,1,0,0,1,0,0
2008-12-26,2008,12,4,4,Winter,0,0,system operability disruption,,234.0,110.0,50000.0,Medium,High,0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,41.0,20.5,21.9,73.0,3.0,73.0,1.1999999998763085,62.07,1,0,0,0,1,0,0
2012-10-14,2012,10,6,4,Fall,1,1,islanding,,14.0,3.0,2035.0,Short,Low,0,14.0,13.95,0.9964285714285712,8.0,0.0,0.0,4.0,128.4,32.1,48.5,69.5,104.0,584.0,335.89999999982535,4467.360000000001,0,0,1,0,1,1,0
2003-12-28,2003,12,6,4,Winter,0,1,severe weather,winter storm,5910.0,160.0,241000.0,Extended,Severe,0,3.0,0.6,0.1999999999999999,0.3,0.0,0.0,2.0,19.0,9.5,15.0,63.5,12.0,102.0,2.299999999883585,176.4,1,1,1,0,0,0,0
2014-05-14,2014,5,2,2,Spring,0,0,severe weather,wildfire,,,426.0,Unknown,Low,1,36.0,6478.59,179.96083333333334,5367.0,1.0,5367.0,47.0,15351.3,326.62340425531914,1352.0,89.72340425531915,168.0,544.0,8789.989999999825,11931.42,0,0,1,1,1,0,0
2003-10-26,2003,10,6,4,Fall,1,1,severe weather,wildfire,34390.0,,108000.0,Extended,Severe,1,32.0,115296.8,3603.025,56427.0,3.0,114679.0,1105.0,480173.0,434.5457013574661,11800.8,92.21719457013576,196.0,660.0,749509.1699999998,760941.4199999999,1,1,1,1,2,2,-1
2009-10-09,2009,10,4,4,Fall,1,0,system operability disruption,transmission interruption,40.0,180.0,,Short,Unknown,0,13.0,48.22,3.709230769230769,35.0,0.0,0.0,33.0,1333.0,40.39393939393939,245.9,79.06060606060606,176.0,801.0,11419.489999999854,34750.340000000004,0,0,1,0,1,1,0
2015-07-18,2015,7,5,3,Summer,1,1,severe weather,,166.0,160.0,78164.0,Medium,High,0,90.0,1830.47,20.338555555555555,1600.0,1.0,1600.0,4.0,751.0,187.75,326.8,99.0,303.0,1587.0,7066.869999999826,33612.070000000014,1,0,1,1,2,1,0
2007-05-21,2007,5,0,2,Spring,0,0,equipment failure,generator trip,182.0,140.0,,Medium,Unknown,0,54.0,1008.51,18.676111111111112,853.0,0.0,0.0,12.0,367.7,30.641666666666666,94.9,70.25,274.0,891.0,3555.5099999998847,13004.23,0,0,1,1,1,0,0
2008-02-01,2008,2,4,1,Winter,0,0,equipment failure,,829.0,,,Long,Unknown,0,3.0,0.55,0.1833333333333333,0.25,0.0,0.0,2.0,10.8,5.4,6.2,59.5,12.0,66.0,25.84999999988359,65.24999999999909,0,1,1,0,1,0,0
2015-12-10,2015,12,3,4,Winter,0,0,severe weather,,15.0,24.0,9956.0,Short,Low,0,1.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34.0,218.0,32.31999999982531,551.5799999999999,0,0,1,0,1,0,0
2004-08-04,2004,8,2,3,Summer,1,0,equipment failure,substation,64.0,480.0,182000.0,Medium,Severe,0,31.0,59.400000000000006,1.9161290322580649,25.0,0.0,0.0,1.0,66.8,66.8,66.8,80.0,248.0,1244.0,544.34999999988,74981.74,1,0,1,1,2,1,0
2005-11-03,2005,11,3,4,Fall,1,0,severe weather,wildfire,13.0,136.0,,Short,Unknown,1,18.0,21.4,1.1888888888888889,7.7,0.0,0.0,20.0,1124.3,56.215,433.8,77.85,109.0,572.0,564.5499999998835,14987.35,0,0,1,0,1,0,0
2012-06-02,2012,6,5,2,Summer,1,1,intentional attack,vandalism,245.0,,,Medium,Unknown,0,29.0,101.99,3.516896551724138,42.0,0.0,0.0,22.0,8817.3,400.7863636363636,3989.9,84.81818181818181,208.0,797.0,3110.3899999998544,14209.43,0,0,1,1,2,1,0
2009-12-07,2009,12,0,4,Winter,0,0,equipment failure,,1080.0,400.0,,Long,Unknown,0,2.0,2.0,1.0,1.0,0.0,0.0,7.0,363.6,51.94285714285714,112.0,79.57142857142857,45.0,225.0,29.009999999854493,490.89,0,1,1,0,1,0,0
2001-03-19,2001,3,0,1,Spring,0,0,system operability disruption,,,,430984.0,Unknown,Severe,0,4.0,1.4,0.35,0.5,0.0,0.0,6.0,112.9,18.816666666666663,58.8,66.5,36.0,81.0,32.89999999994179,108.9,1,0,1,0,1,0,0
2009-10-13,2009,10,1,4,Fall,1,0,severe weather,wind/rain,390.0,350.0,859554.0,Medium,Severe,0,4.0,3.11,0.7775,2.0,0.0,0.0,1.0,23.9,23.9,23.9,56.0,125.0,702.0,4171.629999999855,34111.84,1,0,1,0,0,0,0
2010-07-29,2010,7,3,3,Summer,1,0,severe weather,wildfire,47.0,522.0,,Short,Unknown,1,36.0,15065.76,418.49333333333334,13918.0,1.0,13918.0,23.0,5273.7,229.29130434782607,649.5,89.3913043478261,443.0,1396.0,50139.40999999985,72081.55,0,0,1,1,2,1,0
2008-07-01,2008,7,1,3,Summer,1,0,equipment failure,generator trip,269.0,160.0,,Medium,Unknown,0,38.0,9956.15,262.00394736842105,9443.0,1.0,9443.0,175.0,33507.0,191.46857142857144,1934.5,85.38857142857142,282.0,1942.0,55018.50999999989,1109250.2399999998,0,0,1,1,2,2,1
2015-02-06,2015,2,4,1,Winter,0,0,severe weather,wind,,,65000.0,Unknown,High,0,27.0,7090.47,262.61,6533.0,1.0,6533.0,13.0,483.9,37.22307692307693,129.7,75.92307692307692,51.0,125.0,7141.829999999825,7244.550000000015,1,0,1,1,0,0,0
2009-06-05,2009,6,4,2,Summer,1,0,islanding,,400.0,1.0,70.0,Medium,Low,0,20.0,24.85,1.2425000000000002,8.0,0.0,0.0,2.0,261.4,130.7,135.6,79.0,376.0,1015.0,3769.089999999877,8244.940000000002,0,0,1,1,2,1,0
2010-08-02,2010,8,0,3,Summer,1,0,fuel supply emergency,Hydro,660.0,,,Long,Unknown,0,26.0,368.63,14.178076923076922,257.0,0.0,0.0,24.0,1122.4,46.76666666666667,301.4,73.125,243.0,1341.0,19407.349999999857,73950.89,0,1,1,1,2,1,0
2011-03-27,2011,3,6,1,Spring,0,1,system operability disruption,transmission interruption,213.0,295.0,165000.0,Medium,Severe,0,2.0,0.03,0.015,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,125.0,25.08999999985266,1314.47,1,0,1,0,1,0,0
2009-04-23,2009,4,3,2,Spring,0,0,fuel supply emergency,,,,,Unknown,Unknown,0,19.0,15.01,0.79,3.0,0.0,0.0,1.0,10.5,10.5,10.5,63.0,143.0,395.0,3627.029999999877,4190.57,0,0,1,0,1,1,0
2008-11-07,2008,11,4,4,Fall,1,0,system operability disruption,,761.0,250.0,140000.0,Long,Severe,0,5.0,4.8,0.96,2.0,0.0,0.0,36.0,708.3,19.674999999999997,97.8,72.86111111111111,32.0,536.0,24.209999999879944,29288.17,1,1,1,0,1,1,0
2005-12-31,2005,12,5,4,Winter,0,1,severe weather,storm,8100.0,800.0,1667316.0,Extended,Severe,0,5.0,1.05,0.21,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19.0,128.0,2.449999999883585,144.61,1,1,1,0,0,0,0
2006-07-24,2006,7,0,3,Summer,1,0,severe weather,heatwave,180.0,414.0,,Medium,Unknown,0,161.0,124358.95,772.4158385093167,66113.0,6.0,123019.0,94.0,11231.2,119.4808510638298,1104.9,87.12765957446808,664.0,2312.0,218728.30999999988,403733.82000000007,0,0,1,1,2,1,0
2009-04-23,2009,4,3,2,Spring,0,0,system operability disruption,HVSubstation interruption,124.0,512.0,280000.0,Medium,Severe,0,19.0,15.01,0.79,3.0,0.0,0.0,1.0,10.5,10.5,10.5,63.0,143.0,395.0,3627.029999999877,4190.57,1,0,1,0,1,0,0
2012-07-07,2012,7,5,3,Summer,1,1,fuel supply emergency,Hydro,4320.0,,0.0,Extended,Low,0,45.0,31225.72,693.9048888888889,29502.0,2.0,30637.0,10.0,1533.8,153.38,367.7,77.2,347.0,1207.0,33244.86999999986,47345.32,0,1,1,1,2,1,0
2002-12-19,2002,12,3,4,Winter,0,0,severe weather,winter storm,2820.0,56.0,385000.0,Extended,Severe,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,50.4,16.8,25.3,64.66666666666667,14.0,191.0,1.9999999999126887,8452.2,1,1,0,0,0,0,0
2012-12-02,2012,12,6,4,Winter,0,1,intentional attack,,3100.0,250.0,125000.0,Extended,Severe,0,2.0,0.2,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14.0,205.0,7.699999999825377,768.4499999999999,1,1,1,0,0,0,0
2016-03-03,2016,3,3,1,Spring,0,0,fuel supply emergency,,49427.0,0.0,0.0,Extended,Low,0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,37.3,12.433333333333332,13.7,64.66666666666667,,,,,0,1,0,0,0,2,-1
2015-10-18,2015,10,6,4,Fall,1,1,severe weather,,989.0,88.0,55677.0,Long,High,0,16.0,4.59,0.286875,2.0,0.0,0.0,8.0,415.7000000000001,51.962500000000006,88.4,63.125,139.0,584.0,1186.2199999998254,3868.78,1,1,1,0,0,0,0
2003-07-02,2003,7,2,3,Summer,1,0,equipment failure,generator trip,125.0,200.0,1.0,Medium,Low,0,50.0,2283.3,45.666,1113.0,1.0,1113.0,16.0,671.4,41.9625,155.3,77.625,344.0,1133.0,9150.909999999913,18354.42,0,0,1,1,2,1,0
2015-07-27,2015,7,0,3,Summer,1,0,islanding,,44.0,,484.0,Short,Low,0,34.0,382.2,11.241176470588234,325.0,0.0,0.0,25.0,1220.4,48.816,153.6,84.92,334.0,1650.0,17989.859999999822,35870.27000000001,0,0,1,1,2,1,0
2012-08-04,2012,8,5,3,Summer,1,1,islanding,,26.0,5.0,127.0,Short,Low,0,60.0,3372.74,56.212333333333326,1452.0,2.0,2452.0,43.0,6165.7,143.38837209302326,939.2,86.18604651162791,244.0,1162.0,81529.56999999986,161977.15,0,0,1,1,2,1,0
2005-07-22,2005,7,4,3,Summer,1,0,system operability disruption,,245.0,206.0,133900.0,Medium,Severe,0,62.0,13240.66,213.55903225806452,8675.0,2.0,12175.0,11.0,745.3,67.75454545454545,185.5,77.81818181818181,322.0,1366.0,32626.97999999988,52241.259999999995,1,0,1,1,2,1,0
2000-06-14,2000,6,2,2,Summer,1,0,system operability disruption,,,130.0,32000.0,Unknown,Medium,0,32.0,284.1,8.878125,254.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,187.0,810.0,7996.399999999941,12734.7,0,0,1,1,2,1,0
